surname
Гандзюк
Гнатюк
Гонтюк
Гуменюк
Данилюк
Ерстенюк
Коновалюк
Корнелюк
Костюк
Косюк
Лейб'юк
Лелюк
Лисканюк
Литвинюк
Мандзюк
Мацюк
Меланюк
Менделюк
Михайлюк
Момотюк
Пахалюк
Пахолюк
Палагнюк
Романюк
Сердюк
Симовонюк
Тарасюк
Андрієнюк
Бережнюк
Вознюк
Голоднюк
Городнюк
Завальнюк
Завальнук
Загороднюк
Ковбаснюк
Крайнюк
Кузьменюк
Максименюк
Науменюк
Омельнук
Очеретнюк
Пасічнюк
Плахотнюк
Погребнюк
Попельнюк
Попельнук
Присяжнюк
Присяжнук
Сахнюк
Смицнюк
Срібнюк
Тельнюк
Тельнук
Ямнюк
Бойчук
Будейчук
Буждиганчу
Васильчук
Дем'янчук
Зеленчук
Ковальчук
Корнійчук
Кравчук
Вичук
Кухарчук
Липчук
Лісничук
Манівчук
Мархайчук
Матвійчук
Мисливчук
Ставнійчук
Шевчук
Шинкарчук
Яремчук
Капшук
Ляшук
Шемшук
Сташук
Ярошук
Волощук
Грищук
Данищук
Курищук
Лайщук
Ліщук
Мартищук
Пліщук
Поліщук
Сіщук
Стельмащук
Суфрищук
Хащук
Байдак
Бурлак
Глушак
Йовбак
Лошак
Лютак
Новак
Пендорак
Півторак
Приймак
Цюрак
Чумак
Щербак
Андрусяк
Барбазяк
Недоляк
Недяк
Пилип'як
Пришляк
Байнак
Бохнак
Гривнак
Гурнак
Єдинак
Крупнак
Пастернак
Постернак
Пізнак
Потурнак
Руснак
Возняк
Залізняк
Лісняк
Петруняк
Погребняк
Позняк
Проскурняк
Решетняк
Хижняк
Черняк
Головчак
Грабчак
Дричак
Дутчак
Іїрчак
Лапчак
Лемчак
Матчак
Рубчак
Федорчак
Гнатишак
Гринішак
Петришак
Повшак
Савшак
Верещак
Ганущак
Марущак
Рущак
Чущак
Ющак
Бичек
Боднарашек
Божек
Зброжек
Киричек
Мегек
Осташек
Повшек
Фокшек
Хіночек
Цвек
Баєк
Бусуєк
Вуєк
Гаєк
Гайдеєк
Гоєк
Гузієк
Єремеєк
Зуєк
Києк
Куєк
Лоєк
Маєк
Матієк
Меєк
Микитеєк
Мушієк
Роєк
Стриєк
Фаєк
Фреєк
Фроєк
Яремієк
Баторик
Белдик
Білик
Бібік
Богоносик
Бублик
Булелик
Вацик
Веприк
Гложик
Дідик
Дубик
Зубик
Карпик
Лаврик
Медик
Нейлик
Петрик
Попик
Рокосовик
Рудик
Сірик
Сподарик
Стецик
Сульжик
Тимцік
Товщик
Томашик
Федик
Фелик
Фурик
Цебрик
Чаплик
Четверик
Чопик
Гоїк
Лоїк
Маїк
Осіїк
Пуїк
Саїк
Бердник
Більник
Бортник
Будник
Бузник
Винник
Голованнік
Житник
Жупник
Калашник
Килимник
Колісник
Колопельни
Конопельни
Лазебник
Лінник
Масник
Мельник
Мечник
Мірошник
Молитовник
Олійник
Пасічник
Потятинник
Ризник
Савонік
Сеник
Серветник
Скрипник
Стадник
Старожитни
Степник
Телятник
Тютюнник
Флисник
Бабок
Бобок
Божок
Вовчок
Волчок
Гнаток
Жданок
Жолток
Зубок
Пожиток
Попок
Снопок
Титок
Турок
Циганок
Шашок
Шрубок
Бойок
Змійок
Зуйок
Лойок
Майок
Матвійок
Коньок
Меньок
Пальок
Петруньок
Сіріньок
Андрухів
Бартків
Библів
Боцюрків
Вальків
Вашків
Вінтонів
Гаврилів
Гнатків
Гнатів
Григорців
Гринів
Гриців
Грицив
Даців
Дем'янців
Дирів
Іванів
Іванків
Івасів
Івахів
Ільків
Іпатів
Касів
Каськів
Ковків
Котів
Лаврів
Ленів
Лесів
Лешків
Луців
Марків
Марців
Матвійців
Мацьків
Менів
Осадців
Остапів
Павлів
Паньків
Петрів
Попів
Рогів
Романів
Собків
Старків
Стасів
Сташків
Стефанців
Стецьків
Тодорів
Федорів
Федьків
Цапів
Цахнів
Юрків
Юрців
Яців
Яцив
Агеїв
Алексіїв
Андріїв
Григоріїв
Матвіїв
Матеїв
Тимофіїв
Бажов
Біров
Буков
Васков
Гарбузов
Глібов
Гонтаров
Горзов
Грицьков
Дібров
Дмитрюков
Довбишов
Донцов
Драгоманов
Дроздов
Іванов
Ільков
Іськов
Карпенков
Каськов
Костомаров
Кравцов
Мельников
Михайлов
Міськов
Охремов
Панасенков
Понасенков
Панасов
Петров
Попов
Приймаков
Романов
Сабов
Сайков
Самков
Стецьков
Тимков
Фіськов
Хрущов
Шевцов
Якимов
Грицьов
Ковальов
Корольов
Грицайов
Змійов
Соловйов
Ільйов
Андрейцев
Щасливцев
Матвієв
Олексієв
Антохув
Васькув
Войткув
Ганув
Голощапув
Ількув
Криськув
Лукув
Мудрікув
Павлув
Стахув
Улькув
Якубув
Антонюв
Івасюв
Федусюв
Андріятин
Бабин
Бабін
Вольвин
Глюздин
Гуйтин
Гутин
Досин
Жупанин
Ілин
Іллін
Ілюсін
Калин
Кобрин
Кузьмин
Кустрин
Лецин
Литвин
Луцин
Малетин
Марусин
Микитин
Миклин
Микулин
Мойсин
Олексин
Порцін
Сікорин
Татарин
Томин
Усин
Федин
Хомин
Челядин
Чигрин
Штогрин
Шулепин
Боїн
Маріїн
Надіїн
Надеїн
Натальїн
Соїн
Строїн
Швеїн
Андрусишин
Антонишин
Василишин
Ващишин
Вінтонишин
Грещишин
Данилишин
Дідишин
Дмитришин
Дядишин
Іванишин
Іванішин
Іванчишин
Кифішин
Ковальчиши
Лазоришин
Лещишин
Микитишин
Михайлишин
Нікітішин
Нікітішін
Омельчишин
Павлишин
Петришин
Пилипишин
Піліпішін
Романишин
Самокишин
Симчишин
Стасишин
Стефанишин
Стецишин
Трішин
Яцишин
Федишин
Федунишин
Шевчишин
Шемчишин
Юзифішин
Янишин
Янишін
Андріїшин
Галаїшин
Грицаїшин
Матвіїшин
Матвіїшін
Миколаїшин
Онуфріїшин
Патоїшин
Фреїшин
Андзьошин
Анзешин
Баранешин
Вігешин
Войцешин
Гандзешин
Гандзьошин
Гасьошин
Грінчешин
Дешин
Залікешин
Йошин
Карпешин
Лепешин
Луцешин
Мелешин
Мйошин
Настьошин
Пентьошин
Семешин
Семьошин
Семйошин
Стачешин
Стешин
Терешин
Терешін
Тімешин
Фешин
Шешин
Юзешин
Андрієшин
Андреєшин
Матвієшин
Матієшин
Матієшін
Стриєшин
Стрієшин
Тимофієшин
Туєшин
Андрейшин
Андрейшін
Андрійшин
Лайшин
Лойшин
Матвейшин
Матвійшин
Матейшин
Михейшин
Ніколайшин
Тимофійшин
Волошин
Горопашин
Даньшин
Домашин
Домшин
Івашин
Івашін
Мушин
Петрушин
Петрушін
Трошин
Черкашин
Ганущин
Гріщин
Марищин
Марущин
Одющин
Орищин
Оріщин
Палащин
Паращин
Пастущин
Пастущін
Польщин
Федящин
Фещин
Фещін
Фіщин
Фрищин
Вдовичин
Вдовчин
Височин
Вовкочин
Вульчин
Вульчін
Губчин
Дутчин
Жоночин
Куротчин
Лучин
Овчарчин
Радочин
Ровенчин
Родчин
Савчин
Толочин
Турчин
Цінурчин
Бужин
Варжин
Волжін
Гіжин
Йовжин
Кожин
Кожін
Клюжин
Небожин
Паржин
Полюжин
Ружин
Саражин
Сульжин
Теліжин
Шульжин
Буджин
Гараджін
Гараджин
Геджин
Ґриджин
Коляджин
Миджин
Моджин
Худжін
Яджин
Будзин
Гавадзин
Гавадзін
Гандзин
Дзядзін
Мандзин
Мандзін
Медзин
Мидзин
Пиндзин
Родзін
Фурдзин
Делен
Думен
Зімен
Пітен
Хомен
Чайбен
Докієн
Марієн
Надієн
Надеєн
Барчишен
Бородишен
Войчишен
Гаврищишен
Данилишен
Дідишен
Дмитришен
Іванішен
Іляшишен
Клімішен
Климишен
Ковалишен
Максимишен
Малишен
Михайлишен
Навалішен
Ніколішен
Нікулішен
Павлишен
Пантелішен
Петрашишен
Романішен
Стефанішен
Федишен
Федчишен
Чернишен
Шемчишен
Юрчишен
Яцишен
Андріїшен
Андреїшен
Матвіїшен
Матеїшен
Матіїшен
Матфеїшен
Николаїшен
Миколаїшен
Василічеше
Ганзьошен
Гандзьошен
Гринчешен
Демешен
Ільчешен
Лаврешен
Лукіянешен
Панчешен
Петрешен
Римарешен
Семенешен
Сташешен
Стефанешен
Стешен
Федешен
Андрієшен
Матвієшен
Матієшен
Матиєшен
Лайшен
Лойшен
Матейшен
Тимофійшен
Волошен
Домашен
Душен
Матюшен
Пастушен
Петрушен
Томашен
Кащен
Лещен
Марищен
Оріщен
Пастущен
Пащен
Прищен
Прощен
Ткачищен
Фіщен
Вдовичен
Вдовічен
Гречен
Євчен
Іванчен
Келечен
Лучен
Маланчен
Мельничен
Никифорчен
Петечен
Петричен
Савчен
Стречен
Течен
Бажен
Блажен
Бражен
Варжен
Венжен
Вражен
Гижен
Гіжен
Дорогобуже
Кожен
Можен
Мотижен
Невежен
Рогожен
Рожен
Ружен
Ряжен
Сажен
Суржен
Ягжен
Ядвіжен
Ядвижен
Геджен
Гриджен
Коляджен
Нескородже
Родзен
Самодзен
Сендзен
Шмідзен
Барин
Болгарин
Боярин
Венгрин
Венгрін
Венгрен
Венгжен
Влашин
Волошин
Волошен
Гебрин
Гебрін
Гречин
Грузин
Гуржин
Дворянин
Жмудин
Керечанин
Литвин
Лучанин
Ляховин
Мазурин
Міщанин
Молдованин
Мордвин
Москвин
Москвитин
Німчин
Немчин
Острянин
Подолянин
Рунянин
Русин
Селянин
Сербин
Слов'янин
Смолянин
Татарин
Трубчанин
Турчанин
Турчин
Угрин
Християнин
Циганин
Челядин
Черемисин
Черкашин
Шведин
Юдин
Воїн
Україн
Бакай
Басай
Бугай
Гайдай
Гасай
Горай
Грицай
Гультай
Заграй
Замай
Кицай
Лабай
Мамай
Нечай
Полежай
Поривай
Походжай
Пристай
Рудай
Тягай
Чубай
Шамрай
Бурляй
Дьордяй
Заверняй
Котяй
Митяй
Пиляй
Пільтяй
Погуляй
Семендяй
Федяй
Ширяй
Абадей
Бегей
Белей
Бурмей
Галібей
Гелетей
Голіней
Гордубей
Дзюбей
Дубей
Єрней
Єрньєй
Збіглей
Кобзей
Кочубей
Кучмей
Нищей
Палей
Поцей
Процей
Скоблей
Соловей
Фафлей
Фокшей
Футей
Фуштей
Хімей
Хруней
Чобей
Чорней
Чумбей
Чупрей
Шпілей
Шумей
Арсірій
Бабій
Багрій
Бедрій
Бугрій
Буній
Бурій
Гараздій
Гереншій
Гладій
Гожій
Горжій
Горжий
Гузій
Гулій
Дубій
Кахній
Колодій
Красій
Курій
Куцій
Кучмій
Лабій
Лисій
Маковій
Макосій
Марухній
Маслій
Олендій
Палій
Парандій
Передерій
Петриній
Плаксій
Повалій
Салій
Смаглій
Смолій
Соловій
Стогній
Телендій
Турій
Цюпій
Червоній
Чорній
Шарій
Анталовцій
Антоловцій
Ірговцій
Марковцій
Морковцій
Митровцій
Мітровцій
Паткановці
Петровцій
Пішковцій
Раковцій
Терновцій
Скаловцій
Чоповцій
Чаповцій
Гогой
Джой
Дудой
Зброй
Морой
Олой
Постой
Самотой
Сисой
Строй
Чинчой
Бовдуй
Горжуй
Кукуй
Нечуй
Поцілуй
Чугуй
Чучуй
Блюй
Клюй
Загорюй
Неплюй
Пулюй
Куцай
Гулая
Зая
Кривая
Куцая
Нечая
Пристая
Рудая
Слабая
Зяя
Гамалія
Гамалея
Дрія
Заведія
Заведея
Завидія
Загарія
Захарія
Каразія
Коломия
Коломія
Копія
Копия
Смітія
Суховія
Воїя
Гоя
Задоя
Лоя
Папшоя
Соя
Фоя
Хвоя
Шоя
Алілуя
Аллілуя
Бічуя
Буя
Заверуя
Завіруя
Нечуя
Слуя
Труя
Шуя
Базь
Гузь
Гуз
Дзоз
Кізь
Кузь
Мороз
Гресь
Грес
Дусь
Стась
Фесь
Ясь
Атамась
Демидась
Івась
Карась
Микитась
Ромась
Урбась
Велесь
Кедесь
Олесь
Яресь
Іванись
Корнись
Максись
Онись
Бедзісь
Бранісь
Козісь
Янісь
Макось
Павлось
Савось
Фелось
Ядлось
Барцьось
Кльось
Цьось
Андрусь
Карпусь
Петрусь
Самусь
Батюсь
Дядюсь
Ілюсь
Михайлюсь
Бублясь
Киясь
Марціясь
Тимцясь
Вац
Гоц
Гриць
Даць
Дец
Дзоц
Йоц
Коц
Миць
Поць
Проць
Скоц
Стець
Стец
Строць
Троць
Баранець
Берковець
Бобинець
Василець
Воробець
Годованець
Голівець
Горобець
Грабовець
Гудинець
Гудиниць
Дарміць
Дармиць
Денищиць
Кабанець
Курілець
Лебединець
Лукачинець
Мамчиць
Мартинець
Масинець
Москалець
Ордець
Перегінець
Писклинець
Піхманець
Погорілець
Попадинець
Редчиць
Романець
Рошинець
Рябущиць
Степанець
Українець
Уманець
Фарбанець
Феценець
Хованець
Хоміць
Хомець
Шищиць
Юринець
Ясинець
Андрієць
Балаклієць
Біїць
Водотиїць
Геєць
Геїць
Гордієць
Коломієць
Корнієць
Компанієць
Мусієць
Сергієць
Вареця
Вашеця
Гаця
Капаця
Коломійця
Лацяця
Микульця
Осадця
Оседця
Оцяця
Панця
Ранця
Табирця
Федурця
Хабеця
Худинця
Юрця
Білиця
Галиця
Дещиця
Живиця
Капиця
Квасниця
Киселиця
Кислиця
Копиця
Костриця
Красниця
Лисиця
Медуниця
Паляниця
Перепелиця
Печериця
Плотиця
Птиця
Рудиця
Синиця
Сириця
Тупиця
Туряниця
Химиця
Хіміця
Валівоць
Гогоц
Горгоц
Горгоць
Дмитроц
Калакоць
Каракоц
Каркоць
Клекоць
Кокоць
Кокоц
Маримоц
Микоць
Негоць
Пархоц
Ракоц
Рогоц
Самоць
Самоц
Тимоць
Яроц
Гльоц
Кльоц
Кльоць
Цьоць
Верецоца
Грігоца
Дмитроца
Забоца
Каракоця
Крикоця
Крикоца
Лакоця
Лакоца
Нехоца
Пелехоца
Подокоца
Проца
Ракоца
Юроца
Боруц
Гоцуц
Івануць
Івануц
Калапуц
Клепуц
Конуць
Куруц
Лапуць
Меріуц
Меріуць
Пархуць
Каракуц
Каракуць
Юркуц
Андріюц
Воюц
Міюц
Міюць
Сенюць
Балануца
Бамбуца
Бацуца
Беркуця
Блануца
Боруца
Груця
Каракуца
Каракуця
Маркуця
Маркуца
Мацуца
Папуця
Плегуца
Побігуца
Требуца
Андріюца
Клюца
Краюца
Малюца
Мацюця
Мацюца
Панюца
Вах
Вох
Дех
Дзех
Жох
Льєх
Льох
Мех
Міх
Пех
Пух
П'єх
Сех
Стах
Сях
Цьох
Шох
Банах
Булах
Івах
Кінах
Кутельмах
Куцах
Невдах
Опімах
Пінах
Стельмах
Боблях
Водях
Киях
Кокотях
Ледях
Матіях
Мотях
Реп'ях
Бебех
Бебих
Бебіх
Бриних
Олех
Оліх
Пелих
Пелех
Радзіх
Собех
Спієх
Раїх
Антох
Бомох
Волох
Горох
Дорох
Єрох
Зимнох
Ізох
Конох
Корох
Матох
Мацімох
Онох
Отрох
Порох
Посох
Самох
Солох
Цемох
Цімох
Шолох
Шорох
Ярох
Кайох
Артьох
Гриньох
Масльох
Недзьох
Поцьох
Андрух
Балабух
Вантух
Ветух
Гладух
Гречух
Дідух
Карпух
Шатух
Кітнюх
Ковтюх
Мелюх
Бідула
Бурбела
Галабала
Гамула
Гола
Гургула
Забіла
Зьола
Кіцила
Кукла
Мендела
Могила
Пищола
Притула
Саміла
Свягла
Тесла
Титла
Школа
Годла
Дудла
Кудла
Модла
Мудла
Осьодла
Пудла
Щудла
Бараболя
Бідзіля
Буруля
Боруля
Бушуля
Зезюля
Кобля
Куделя
Мигуля
Моргуля
Тесля
Фасоля
Квасоля
Дудля
Кудля
Кундля
Тадля
Чудля
Барило
Бурмило
Ворошило
Врюкало
Гирило
Готопило
Качало
Колотило
Косило
Країло
Мазило
Мерцало
Покотило
Політило
Пухкало
Рихло
Ружило
Северило
Сиділо
Смачило
Смикало
Стукало
Толопило
Трясило
Цекало
Цюпило
Шумило
Шило
Щадило
Юрчило
Бадло
Бодло
Говорадло
Годло
Госедло
Джигадло
Дудло
Жигадло
Ковадло
Косідло
Кудло
Модло
Мудло
Новосядло
Осьодло
Оседло
Подсядло
Псядло
Пудло
Радло
Садло
Свидло
Свідло
Скридло
Сонсядло
Творидло
Шудло
Щудло
Бодайло
Гримайло
Жигайло
Жмайло
Мазайло
Манайло
Недбайло
Нечитайло
Пасайло
Пошивайло
Придибайло
Процайло
Сімкайло
Тягайло
Умайло
Хайло
Шмагайло
Шукайло
Щувайло
Бегейло
Гейло
Генейло
Герейло
Джабейло
Дзюбейло
Манейло
Мацейло
Мицейло
Нейло
Пуцентейло
Регейло
Стейло
Сухомейло
Тергейло
Терегейло
Трубейло
Фейло
Фрейло
Хейло
Шумейло
Кийло
Погубийло
Кійло
Копійло
Манійло
Самійло
Бойло
Бройло
Войло
Гойло
Залойло
Зойло
Какойло
Койло
Кокойло
Кройло
Манойло
Монойло
Савойло
Самойло
Стройло
Хойло
Шанойло
Шмойло
Буйло
Бруйло
Двуйло
Жуйло
Магуйло
Мануйло
Муйло
Пуйло
Самуйло
Хамуйло
Хомуйло
Шмуйло
Гоняйло
Дзяйло
Міняйло
Місяйло
Погуляйло
Сюсяйло
Андролойть
Андролоіть
Андролоїть
Андрушойть
Дудойть
Клюкойть
Мінойть
Равойть
Юркойть
Юркоїть
Янкойть
Михнайть
Симанайть
Юролайть
Юркейть
Гайш
Іллийш
Койш
Корейш
Лойш
Мейш
Пайш
Фейш
Байша
Барейша
Борейша
Боголейша
Бойша
Валейша
Гайша
Галайша
Гейша
Гелейша
Кімейша
Койша
Корейша
Карейша
Кумейша
Лайша
Лойша
Пуйша
"Ровгейша,"
Борейшо
Валейшо
Корейшо
Пуйшо
Бульба
Вацеба
Вашкеба
Дзюба
Желіба
Журба
Кандиба
Кашуба
Костриба
Коцаба
Коцюба
Коцюруба
Кулібаба
Лаба
Поковба
Покорба
Скиба
Скуба
Чуба
Шкраба
Бальва
Болва
Боцва
Варава
Говтва
Гужва
Гуйва
Зайва
Зарва
Кива
Ківа
Литва
Лихва
Лихошва
Лиштва
Малява
Москва
Мулява
Неледва
Ретьква
Ужва
Хохотва
Чирва
Юзва
Байда
Бершеда
Гаверда
Галябарда
Гнида
Дирда
Зизда
Келеберда
Кривда
Лагойда
Майборода
Найда
Негода
Нерода
Плакида
Пойда
Понайда
Пригода
Прогляда
Сверида
Свида
Беринда
Валігунда
Васинда
Гунда
Куранда
Курандо
Леванда
Меринда
Минда
Плачинда
Плинда
Рапінда
Рачкінда
Чичинда
Шеванда
Шевандо
Багдя
Глядя
Говдя
Гуйдя
Дрождя
Дюдя
Дядя
Залдя
Кельдя
Ковдя
Мадюдя
Могилдя
Перепадя
Риндя
Рудя
Чикивдя
Чоповдя
Ажажа
Бордюжа
Бружа
Ванжа
Вобжа
Гажа
Галанжа
Ганжа
Гаража
Гаранжа
Гаржа
Гаряжа
Гейжа
Гольжа
Дабіжа
Добіжа
Іжа
Їжа
Кожа
Жужа
Журжа
Калюжа
Каряжа
Любжа
Муржа
Обжа
Римжа
Рогожа
Ромжа
Хомжа
Банджа
Боджа
Гаджа
Гальджа
Ганджа
Гараджа
Гаранджа
Годжа
Городжа
Ґренджа
Джаджа
Джурджа
Роджа
Середжа
Сіроджа
Холоджа
Байбуза
Байза
Бенза
Береза
Бринза
Буза
Булеза
Галагуза
Галуза
Гамза
Ганза
Гелемейза
Гемза
Глюза
Гомза
Гонза
Гроза
Дереза
Зиза
Дзиза
Ірза
Кобза
Коза
Крейза
Кулемза
Кульомза
Лабза
Лагоза
Лакіза
Лакиза
Лакоза
Ламза
Легеза
Лемза
Ліпейза
Лобза
Лоза
Малюза
Мирза
Мірза
Мурза
Полібза
Рогоза
Тегза
Тронза
Халюза
Юза
Базя
Байдузя
Бензя
Бозя
Бринзя
Бронзя
Бунзя
Ганзя
Гонзя
Гунзя
Дзюрзя
Зюрзя
Дузя
Зузя
Зюзя
Зюнзя
Дзюнзя
Зязя
Кизя
Кізя
Козя
Кузя
Лизя
Мазя
Манзя
Минзя
Молозя
Мусінзя
Нарозя
Небензя
Нерозя
Переверзя
Піньозя
Разя
Розя
Рунзя
Скунзя
Стензя
Бедза
Бендза
Бриндза
Будза
Бундза
Гавадза
Галагодза
Галагудза
Галадза
Гедза
Глюдза
Годза
Грогодза
Гудза
Гуледза
Дзидза
Дзундза
Дзюндза
Кукурудза
Легедза
Маудза
Мидза
Мурдза
Недза
Нидза
Нідза
Пирдза
Бадзо
Бендзо
Вандзьо
